Tree,Group,periodBegin,periodEnd
FB5,775,2023-06-20T02:15:00Z,2023-06-20T05:30:00Z
FB5,776,2023-06-23T20:15:00Z,2023-06-24T05:30:00Z
FB5,777,2023-06-25T18:15:00Z,2023-06-25T21:15:00Z
FB5,778,2023-06-28T00:30:00Z,2023-06-28T05:30:00Z
FB5,779,2023-07-05T18:15:00Z,2023-07-05T23:30:00Z
FB6,780,2022-06-27T02:15:00Z,2022-06-27T05:45:00Z
FB6,781,2022-06-28T00:45:00Z,2022-06-28T05:45:00Z
FB6,782,2022-07-03T22:15:00Z,2022-07-04T01:30:00Z
FB6,783,2022-07-05T22:30:00Z,2022-07-06T05:30:00Z
FB6,784,2022-07-09T21:45:00Z,2022-07-10T05:45:00Z
FB6,785,2022-07-12T23:00:00Z,2022-07-13T05:30:00Z
FB6,786,2022-07-23T18:00:00Z,2022-07-23T22:45:00Z
FB6,787,2022-07-29T18:00:00Z,2022-07-29T23:00:00Z
FB6,788,2022-07-31T23:45:00Z,2022-08-01T02:45:00Z
FB6,789,2022-08-06T18:15:00Z,2022-08-07T02:30:00Z
FB6,790,2022-08-13T00:00:00Z,2022-08-13T05:45:00Z
FB6,791,2022-08-13T18:00:00Z,2022-08-13T22:45:00Z
FB6,792,2022-08-15T18:00:00Z,2022-08-15T22:00:00Z
FB6,793,2022-08-20T01:00:00Z,2022-08-20T04:15:00Z
FB6,794,2022-08-20T17:45:00Z,2022-08-21T01:00:00Z
FB6,795,2022-08-27T20:00:00Z,2022-08-28T03:00:00Z
FB6,796,2022-08-30T01:15:00Z,2022-08-30T04:30:00Z
FB6,797,2022-09-01T23:30:00Z,2022-09-02T03:30:00Z
FB6,798,2022-09-03T23:00:00Z,2022-09-04T03:30:00Z
FB6,799,2022-09-07T20:45:00Z,2022-09-08T02:30:00Z
FB6,800,2022-09-10T22:00:00Z,2022-09-11T03:00:00Z
FB6,801,2022-09-16T00:30:00Z,2022-09-16T06:00:00Z
FB6,802,2022-09-25T19:45:00Z,2022-09-26T04:15:00Z
FB6,803,2022-09-27T17:30:00Z,2022-09-27T22:00:00Z
FB6,804,2022-09-29T21:30:00Z,2022-09-30T05:30:00Z
FB6,805,2022-10-03T17:30:00Z,2022-10-03T20:45:00Z
FB6,806,2022-10-05T23:45:00Z,2022-10-06T05:30:00Z
FB6,807,2022-10-14T23:30:00Z,2022-10-15T05:30:00Z
FB6,808,2022-10-17T01:15:00Z,2022-10-17T04:45:00Z
FB6,809,2022-10-22T22:15:00Z,2022-10-23T03:00:00Z
FB6,810,2022-10-24T20:30:00Z,2022-10-25T05:30:00Z
FB6,811,2022-10-26T17:15:00Z,2022-10-26T20:15:00Z
FB6,812,2022-10-31T18:00:00Z,2022-10-31T21:45:00Z
FB6,813,2022-11-03T21:30:00Z,2022-11-04T01:30:00Z
FB6,814,2022-12-01T23:15:00Z,2022-12-02T03:15:00Z
FB6,815,2022-12-08T02:45:00Z,2022-12-08T06:15:00Z
FB6,816,2022-12-08T20:00:00Z,2022-12-09T00:15:00Z
FB6,817,2022-12-14T19:15:00Z,2022-12-14T22:45:00Z
FB6,818,2022-12-15T02:30:00Z,2022-12-15T06:00:00Z
FB6,819,2023-01-11T03:00:00Z,2023-01-11T06:00:00Z
FB6,820,2023-01-13T19:45:00Z,2023-01-14T00:15:00Z
FB6,821,2023-02-09T02:45:00Z,2023-02-09T06:15:00Z
FB6,822,2023-02-18T03:00:00Z,2023-02-18T06:00:00Z
FB6,823,2023-02-22T18:45:00Z,2023-02-22T21:45:00Z
FB6,824,2023-02-27T00:00:00Z,2023-02-27T06:00:00Z
FB6,825,2023-03-01T23:00:00Z,2023-03-02T06:15:00Z
FB6,826,2023-03-02T18:00:00Z,2023-03-03T01:15:00Z
FB6,827,2023-03-03T21:30:00Z,2023-03-04T00:30:00Z
FB6,828,2023-03-04T01:15:00Z,2023-03-04T06:00:00Z
FB6,829,2023-03-08T18:00:00Z,2023-03-08T23:30:00Z
FB6,830,2023-03-17T19:15:00Z,2023-03-17T22:45:00Z
FB6,831,2023-04-01T21:45:00Z,2023-04-02T01:30:00Z
FB6,832,2023-04-05T20:00:00Z,2023-04-06T02:15:00Z
FB6,833,2023-04-11T18:00:00Z,2023-04-11T22:15:00Z
FB6,834,2023-04-12T18:15:00Z,2023-04-12T22:45:00Z
FB6,835,2023-04-12T23:15:00Z,2023-04-13T02:45:00Z
FB6,836,2023-04-15T17:45:00Z,2023-04-15T21:30:00Z
FB6,837,2023-04-16T00:15:00Z,2023-04-16T04:15:00Z
FB6,838,2023-04-16T18:00:00Z,2023-04-16T23:00:00Z
FB6,839,2023-04-20T18:00:00Z,2023-04-21T00:15:00Z
FB6,840,2023-05-02T01:15:00Z,2023-05-02T04:15:00Z
FB6,841,2023-05-03T20:15:00Z,2023-05-04T00:00:00Z
FB6,842,2023-05-05T18:30:00Z,2023-05-05T23:00:00Z
FB6,843,2023-05-09T18:30:00Z,2023-05-09T23:15:00Z
FB6,844,2023-05-10T18:00:00Z,2023-05-10T21:00:00Z
FB6,845,2023-05-11T21:30:00Z,2023-05-12T01:45:00Z
FB6,846,2023-05-20T02:00:00Z,2023-05-20T05:00:00Z
FB6,847,2023-05-22T18:00:00Z,2023-05-22T21:45:00Z
FB6,848,2023-05-30T02:15:00Z,2023-05-30T05:15:00Z
FB6,849,2023-06-02T22:15:00Z,2023-06-03T01:15:00Z
FB6,850,2023-06-03T18:15:00Z,2023-06-03T22:15:00Z
FB7,851,2022-06-26T18:00:00Z,2022-06-26T22:15:00Z
FB7,852,2022-07-03T22:30:00Z,2022-07-04T01:45:00Z
FB7,853,2022-07-04T20:30:00Z,2022-07-05T05:30:00Z
FB7,854,2022-07-05T21:45:00Z,2022-07-06T05:30:00Z
FB7,855,2022-07-09T22:00:00Z,2022-07-10T02:45:00Z
FB7,856,2022-07-23T18:15:00Z,2022-07-23T22:45:00Z
FB7,857,2022-07-31T23:30:00Z,2022-08-01T02:45:00Z
FB7,858,2022-08-06T17:45:00Z,2022-08-07T02:15:00Z
FB7,859,2022-08-13T18:15:00Z,2022-08-13T22:45:00Z
FB7,860,2022-08-15T18:00:00Z,2022-08-15T21:45:00Z
FB7,861,2022-08-20T00:45:00Z,2022-08-20T04:15:00Z
FB7,862,2022-08-20T19:15:00Z,2022-08-21T00:00:00Z
FB7,863,2022-08-26T21:30:00Z,2022-08-27T02:15:00Z
FB7,864,2022-08-28T00:00:00Z,2022-08-28T03:15:00Z
FB7,865,2022-09-03T23:15:00Z,2022-09-04T03:00:00Z
FB7,866,2022-09-07T01:15:00Z,2022-09-07T04:15:00Z
FB7,867,2022-09-10T22:15:00Z,2022-09-11T03:00:00Z
FB7,868,2022-09-12T00:45:00Z,2022-09-12T04:30:00Z
FB7,869,2022-09-16T00:45:00Z,2022-09-16T05:45:00Z
FB7,870,2022-09-29T01:45:00Z,2022-09-29T05:30:00Z
FB7,871,2022-09-29T23:30:00Z,2022-09-30T05:30:00Z
FB7,872,2022-10-03T17:45:00Z,2022-10-03T21:30:00Z
FB7,873,2022-10-15T00:00:00Z,2022-10-15T04:00:00Z
FB7,874,2022-10-24T01:15:00Z,2022-10-24T04:15:00Z
FB7,875,2022-10-25T00:00:00Z,2022-10-25T05:30:00Z
FB7,876,2022-10-31T17:30:00Z,2022-10-31T21:45:00Z
FB7,877,2022-11-03T21:15:00Z,2022-11-04T02:00:00Z
FB7,878,2022-11-13T23:00:00Z,2022-11-14T04:30:00Z
FB7,879,2022-11-14T23:15:00Z,2022-11-15T02:30:00Z
FB7,880,2022-12-01T23:30:00Z,2022-12-02T03:15:00Z
FB7,881,2022-12-05T19:00:00Z,2022-12-06T00:30:00Z
FB7,882,2022-12-07T21:45:00Z,2022-12-08T01:15:00Z
FB7,883,2022-12-08T02:00:00Z,2022-12-08T06:15:00Z
FB7,884,2022-12-08T20:15:00Z,2022-12-09T00:15:00Z
FB7,885,2022-12-12T17:30:00Z,2022-12-12T23:30:00Z
FB7,886,2022-12-14T19:15:00Z,2022-12-14T22:45:00Z
FB7,887,2022-12-15T02:15:00Z,2022-12-15T06:00:00Z
FB7,888,2022-12-16T01:15:00Z,2022-12-16T04:30:00Z
FB7,889,2022-12-26T17:30:00Z,2022-12-26T21:15:00Z
FB7,890,2022-12-29T02:45:00Z,2022-12-29T06:00:00Z
FB7,891,2023-01-08T00:30:00Z,2023-01-08T06:15:00Z
FB7,892,2023-01-09T21:45:00Z,2023-01-10T06:15:00Z
FB7,893,2023-01-10T23:45:00Z,2023-01-11T06:15:00Z
FB7,894,2023-01-13T18:30:00Z,2023-01-14T03:00:00Z
FB7,895,2023-01-25T02:00:00Z,2023-01-25T05:30:00Z
FB7,896,2023-02-09T03:15:00Z,2023-02-09T06:15:00Z
FB7,897,2023-02-22T17:45:00Z,2023-02-22T21:45:00Z
FB7,898,2023-02-27T00:00:00Z,2023-02-27T06:00:00Z
FB7,899,2023-03-01T01:30:00Z,2023-03-01T06:00:00Z
FB7,900,2023-03-01T21:15:00Z,2023-03-02T06:00:00Z
FB7,901,2023-03-02T22:30:00Z,2023-03-03T01:45:00Z
FB7,902,2023-03-03T18:15:00Z,2023-03-04T06:00:00Z
FB7,903,2023-03-05T22:15:00Z,2023-03-06T01:45:00Z
FB7,904,2023-03-08T18:00:00Z,2023-03-08T23:30:00Z
FB7,905,2023-03-18T00:30:00Z,2023-03-18T05:45:00Z
FB7,906,2023-04-01T21:15:00Z,2023-04-02T01:15:00Z
FB7,907,2023-04-05T19:30:00Z,2023-04-06T02:15:00Z
FB7,908,2023-04-08T23:30:00Z,2023-04-09T04:45:00Z
FB7,909,2023-04-11T18:00:00Z,2023-04-11T22:15:00Z
FB7,910,2023-04-12T18:15:00Z,2023-04-12T22:30:00Z
FB7,911,2023-04-16T18:00:00Z,2023-04-16T22:45:00Z
FB7,912,2023-04-20T18:00:00Z,2023-04-20T23:45:00Z
FB7,913,2023-05-03T20:15:00Z,2023-05-04T00:00:00Z
FB7,914,2023-05-05T19:00:00Z,2023-05-05T22:45:00Z
FB7,915,2023-05-09T18:45:00Z,2023-05-09T23:00:00Z
FB7,916,2023-05-11T22:30:00Z,2023-05-12T01:45:00Z
FB7,917,2023-05-19T22:30:00Z,2023-05-20T05:00:00Z
FB7,918,2023-05-22T18:15:00Z,2023-05-22T21:45:00Z
FB7,919,2023-05-30T02:15:00Z,2023-05-30T05:15:00Z
FB7,920,2023-06-03T18:45:00Z,2023-06-03T22:30:00Z
FB8,921,2022-07-03T22:30:00Z,2022-07-04T05:30:00Z
FB8,922,2022-07-05T02:15:00Z,2022-07-05T05:45:00Z
FB8,923,2022-07-06T00:45:00Z,2022-07-06T05:30:00Z
FB8,924,2022-07-13T01:15:00Z,2022-07-13T05:30:00Z
FB8,925,2022-07-23T01:15:00Z,2022-07-23T06:00:00Z
FB8,926,2022-07-23T18:00:00Z,2022-07-23T22:45:00Z
FB8,927,2022-07-29T18:00:00Z,2022-07-30T05:45:00Z
FB8,928,2022-07-31T18:15:00Z,2022-07-31T22:00:00Z
FB8,929,2022-09-03T23:15:00Z,2022-09-04T03:00:00Z
FB8,930,2022-09-06T23:30:00Z,2022-09-07T02:45:00Z
FB8,931,2022-09-07T22:45:00Z,2022-09-08T02:00:00Z
FB8,932,2022-09-08T23:30:00Z,2022-09-09T03:45:00Z
FB8,933,2022-09-12T00:45:00Z,2022-09-12T04:45:00Z
FB8,934,2022-09-23T17:30:00Z,2022-09-23T21:30:00Z
FB8,935,2022-09-29T01:45:00Z,2022-09-29T05:30:00Z
FB8,936,2022-09-29T23:30:00Z,2022-09-30T03:45:00Z
FB8,937,2022-10-02T21:15:00Z,2022-10-03T05:45:00Z
FB8,938,2022-10-03T17:45:00Z,2022-10-03T22:00:00Z
FB8,939,2022-10-06T00:30:00Z,2022-10-06T05:30:00Z
FB8,940,2022-10-12T17:15:00Z,2022-10-13T00:00:00Z
FB8,941,2022-10-14T23:45:00Z,2022-10-15T05:45:00Z
FB8,942,2022-10-23T01:30:00Z,2022-10-23T06:00:00Z
FB8,943,2022-10-23T17:00:00Z,2022-10-23T20:15:00Z
FB8,944,2022-10-31T18:00:00Z,2022-11-01T00:00:00Z
FB8,945,2022-11-03T21:45:00Z,2022-11-04T01:00:00Z
FB8,946,2022-11-04T18:45:00Z,2022-11-04T22:00:00Z
FB8,947,2022-11-14T00:30:00Z,2022-11-14T04:15:00Z
FB8,948,2022-11-17T00:15:00Z,2022-11-17T05:45:00Z
FB8,949,2022-11-17T23:00:00Z,2022-11-18T02:30:00Z
FB8,950,2022-11-29T22:45:00Z,2022-11-30T03:00:00Z
FB8,951,2022-12-03T19:00:00Z,2022-12-03T22:45:00Z
FB8,952,2022-12-04T17:45:00Z,2022-12-04T23:30:00Z
FB8,953,2022-12-07T01:00:00Z,2022-12-07T05:30:00Z
FB8,954,2022-12-07T18:15:00Z,2022-12-08T04:00:00Z
FB8,955,2022-12-09T02:30:00Z,2022-12-09T05:30:00Z
FB8,956,2022-12-12T18:00:00Z,2022-12-12T21:30:00Z
FB8,957,2022-12-14T19:30:00Z,2022-12-14T22:30:00Z
FB8,958,2022-12-16T22:00:00Z,2022-12-17T02:00:00Z
FB8,959,2022-12-29T01:30:00Z,2022-12-29T04:30:00Z
FB8,960,2023-01-02T02:15:00Z,2023-01-02T05:30:00Z
FB8,961,2023-01-09T17:45:00Z,2023-01-10T03:45:00Z
FB8,962,2023-01-18T21:45:00Z,2023-01-19T01:00:00Z
FB8,963,2023-01-19T18:45:00Z,2023-01-19T22:00:00Z
FB8,964,2023-01-25T00:45:00Z,2023-01-25T05:15:00Z
FB8,965,2023-02-22T17:45:00Z,2023-02-22T21:30:00Z
FB8,966,2023-02-23T21:30:00Z,2023-02-24T01:00:00Z
FB8,967,2023-02-28T17:45:00Z,2023-02-28T20:45:00Z
FB8,968,2023-03-01T02:45:00Z,2023-03-01T06:15:00Z
FB8,969,2023-03-01T17:45:00Z,2023-03-01T21:30:00Z
FB8,970,2023-03-01T22:45:00Z,2023-03-02T02:30:00Z
FB8,971,2023-03-02T20:30:00Z,2023-03-02T23:45:00Z
FB8,972,2023-03-03T18:15:00Z,2023-03-04T00:30:00Z
FB8,973,2023-03-04T01:00:00Z,2023-03-04T06:00:00Z
FB8,974,2023-03-08T18:00:00Z,2023-03-08T23:30:00Z
FB8,975,2023-03-17T19:15:00Z,2023-03-17T23:00:00Z
FB8,976,2023-03-18T00:45:00Z,2023-03-18T05:15:00Z
FB8,977,2023-03-29T03:00:00Z,2023-03-29T06:00:00Z
FB8,978,2023-04-05T22:30:00Z,2023-04-06T02:15:00Z
FB8,979,2023-04-11T18:15:00Z,2023-04-11T21:15:00Z
FB8,980,2023-04-12T19:30:00Z,2023-04-13T00:00:00Z
FB8,981,2023-04-15T17:45:00Z,2023-04-15T20:45:00Z
FB8,982,2023-04-20T20:00:00Z,2023-04-20T23:30:00Z
FB8,983,2023-04-29T22:00:00Z,2023-04-30T01:45:00Z
FB8,984,2023-05-05T19:00:00Z,2023-05-05T22:45:00Z
FB8,985,2023-05-09T19:30:00Z,2023-05-09T23:00:00Z
FB8,986,2023-05-20T02:30:00Z,2023-05-20T05:30:00Z
TV1,987,2022-06-26T18:15:00Z,2022-06-27T01:45:00Z
TV1,988,2022-06-28T00:00:00Z,2022-06-28T05:30:00Z
TV1,989,2022-07-03T22:45:00Z,2022-07-04T01:45:00Z
TV1,990,2022-07-04T20:00:00Z,2022-07-05T02:15:00Z
TV1,991,2022-07-05T21:45:00Z,2022-07-06T05:30:00Z
TV1,992,2022-07-09T22:00:00Z,2022-07-10T02:45:00Z
TV1,993,2022-07-12T23:15:00Z,2022-07-13T04:15:00Z
TV1,994,2022-07-17T20:30:00Z,2022-07-18T00:30:00Z
TV1,995,2022-07-19T22:15:00Z,2022-07-20T05:45:00Z
TV1,996,2022-07-21T19:00:00Z,2022-07-21T22:30:00Z
TV1,997,2022-07-22T18:00:00Z,2022-07-23T05:45:00Z
TV1,998,2022-07-27T02:00:00Z,2022-07-27T05:30:00Z
TV1,999,2022-07-29T22:30:00Z,2022-07-30T03:30:00Z
TV1,1000,2022-08-04T19:00:00Z,2022-08-05T02:15:00Z
TV1,1001,2022-08-06T20:30:00Z,2022-08-07T05:45:00Z
TV1,1002,2022-08-09T23:00:00Z,2022-08-10T05:00:00Z
TV1,1003,2022-08-11T01:45:00Z,2022-08-11T05:30:00Z
TV1,1004,2022-08-12T23:00:00Z,2022-08-13T05:30:00Z
TV1,1005,2022-08-13T18:15:00Z,2022-08-13T22:15:00Z
TV1,1006,2022-08-17T23:15:00Z,2022-08-18T04:15:00Z
TV1,1007,2022-08-20T18:00:00Z,2022-08-20T23:15:00Z
TV1,1008,2022-08-21T20:45:00Z,2022-08-22T03:45:00Z
TV1,1009,2022-08-26T23:00:00Z,2022-08-27T02:00:00Z
TV1,1010,2022-08-27T18:00:00Z,2022-08-28T01:45:00Z
TV1,1011,2022-09-03T23:00:00Z,2022-09-04T03:00:00Z
TV1,1012,2022-09-10T22:15:00Z,2022-09-11T02:45:00Z
TV1,1013,2022-09-11T22:00:00Z,2022-09-12T05:15:00Z
TV1,1014,2022-09-25T18:30:00Z,2022-09-25T21:30:00Z
TV1,1015,2022-09-28T00:00:00Z,2022-09-28T05:30:00Z
TV1,1016,2022-10-02T17:45:00Z,2022-10-02T21:15:00Z
TV1,1017,2022-10-02T22:00:00Z,2022-10-03T05:30:00Z
TV1,1018,2022-10-05T20:30:00Z,2022-10-06T01:15:00Z
TV1,1019,2022-10-11T23:45:00Z,2022-10-12T05:15:00Z
TV1,1020,2022-10-12T19:45:00Z,2022-10-12T23:45:00Z
TV1,1021,2022-10-17T02:30:00Z,2022-10-17T05:45:00Z
TV1,1022,2022-10-22T22:30:00Z,2022-10-23T05:30:00Z
TV1,1023,2022-11-01T02:15:00Z,2022-11-01T05:30:00Z
TV1,1024,2022-11-03T20:45:00Z,2022-11-04T05:30:00Z
TV1,1025,2022-11-07T19:15:00Z,2022-11-07T22:45:00Z
TV1,1026,2022-11-13T01:45:00Z,2022-11-13T05:45:00Z
TV1,1027,2022-11-13T22:45:00Z,2022-11-14T05:30:00Z
TV1,1028,2022-11-14T22:15:00Z,2022-11-15T02:30:00Z
TV1,1029,2022-11-21T17:30:00Z,2022-11-21T21:30:00Z
TV1,1030,2022-11-25T01:15:00Z,2022-11-25T05:30:00Z
TV1,1031,2022-11-28T23:45:00Z,2022-11-29T03:15:00Z
TV1,1032,2022-11-30T01:45:00Z,2022-11-30T05:45:00Z
TV1,1033,2022-12-04T02:00:00Z,2022-12-04T05:45:00Z
TV1,1034,2022-12-07T21:45:00Z,2022-12-08T00:45:00Z
TV1,1035,2022-12-29T00:15:00Z,2022-12-29T04:45:00Z
TV1,1036,2023-01-02T02:30:00Z,2023-01-02T05:45:00Z
TV1,1037,2023-01-02T23:00:00Z,2023-01-03T02:45:00Z
TV1,1038,2023-01-09T21:00:00Z,2023-01-10T01:30:00Z
TV1,1039,2023-01-11T02:45:00Z,2023-01-11T06:00:00Z
TV1,1040,2023-01-18T21:45:00Z,2023-01-19T01:30:00Z
TV1,1041,2023-01-25T01:30:00Z,2023-01-25T05:30:00Z
TV1,1042,2023-02-20T23:30:00Z,2023-02-21T03:15:00Z
TV1,1043,2023-02-26T21:30:00Z,2023-02-27T06:00:00Z
TV1,1044,2023-02-27T22:15:00Z,2023-02-28T01:45:00Z
TV1,1045,2023-02-28T18:00:00Z,2023-03-01T06:00:00Z
TV1,1046,2023-03-03T22:00:00Z,2023-03-04T06:00:00Z
TV1,1047,2023-03-05T20:30:00Z,2023-03-06T02:00:00Z
TV1,1048,2023-03-08T18:00:00Z,2023-03-08T22:30:00Z
TV1,1049,2023-03-11T17:30:00Z,2023-03-11T22:45:00Z
TV1,1050,2023-03-14T21:15:00Z,2023-03-15T05:45:00Z
TV1,1051,2023-03-17T18:00:00Z,2023-03-18T03:30:00Z
TV1,1052,2023-03-26T00:00:00Z,2023-03-26T04:45:00Z
TV1,1053,2023-03-27T02:45:00Z,2023-03-27T05:45:00Z
TV1,1054,2023-03-29T00:00:00Z,2023-03-29T04:00:00Z
TV1,1055,2023-04-01T21:45:00Z,2023-04-02T03:45:00Z
TV1,1056,2023-04-05T19:15:00Z,2023-04-06T02:30:00Z
TV1,1057,2023-04-07T00:00:00Z,2023-04-07T05:30:00Z
TV1,1058,2023-04-13T02:00:00Z,2023-04-13T05:45:00Z
TV1,1059,2023-04-24T22:00:00Z,2023-04-25T05:00:00Z
TV1,1060,2023-04-26T22:30:00Z,2023-04-27T05:15:00Z
TV1,1061,2023-04-27T17:45:00Z,2023-04-27T22:15:00Z
TV1,1062,2023-04-28T18:45:00Z,2023-04-29T04:00:00Z
TV1,1063,2023-05-01T17:45:00Z,2023-05-01T23:45:00Z
TV1,1064,2023-05-03T00:00:00Z,2023-05-03T04:00:00Z
TV1,1065,2023-05-14T18:45:00Z,2023-05-14T22:45:00Z
TV1,1066,2023-05-25T22:30:00Z,2023-05-26T03:15:00Z
TV1,1067,2023-06-06T18:15:00Z,2023-06-06T22:45:00Z
TV1,1068,2023-06-07T01:30:00Z,2023-06-07T05:15:00Z
TV1,1069,2023-06-11T01:15:00Z,2023-06-11T05:15:00Z
TV1,1070,2023-06-12T00:15:00Z,2023-06-12T05:30:00Z
TV2,1071,2022-07-12T23:30:00Z,2022-07-13T05:45:00Z
TV2,1072,2022-07-14T17:15:00Z,2022-07-15T05:45:00Z
TV2,1073,2022-07-15T21:15:00Z,2022-07-16T03:30:00Z
TV2,1074,2022-07-16T18:15:00Z,2022-07-17T05:45:00Z
TV2,1075,2022-07-17T19:30:00Z,2022-07-18T06:00:00Z
TV2,1076,2022-07-18T18:00:00Z,2022-07-19T03:30:00Z
TV2,1077,2022-07-20T00:45:00Z,2022-07-20T05:45:00Z
TV2,1078,2022-07-20T17:30:00Z,2022-07-21T05:30:00Z
TV2,1079,2022-07-21T22:30:00Z,2022-07-22T05:30:00Z
TV2,1080,2022-07-22T20:45:00Z,2022-07-23T05:45:00Z
TV2,1081,2022-07-25T19:15:00Z,2022-07-26T05:30:00Z
TV2,1082,2022-07-26T18:30:00Z,2022-07-26T23:30:00Z
TV2,1083,2022-07-30T02:45:00Z,2022-07-30T05:45:00Z
TV2,1084,2022-07-30T18:00:00Z,2022-07-31T06:00:00Z
TV2,1085,2022-08-01T03:00:00Z,2022-08-01T06:00:00Z
TV2,1086,2022-08-01T18:15:00Z,2022-08-01T23:00:00Z
TV2,1087,2022-08-02T00:00:00Z,2022-08-02T06:15:00Z
TV2,1088,2022-08-04T18:00:00Z,2022-08-05T06:15:00Z
TV2,1089,2022-08-05T22:45:00Z,2022-08-06T06:00:00Z
TV2,1090,2022-08-06T21:45:00Z,2022-08-07T02:15:00Z
TV2,1091,2022-08-07T02:45:00Z,2022-08-07T05:45:00Z
TV2,1092,2022-08-07T17:15:00Z,2022-08-07T21:15:00Z
TV2,1093,2022-08-08T18:15:00Z,2022-08-09T05:45:00Z
TV2,1094,2022-08-09T18:30:00Z,2022-08-10T00:15:00Z
TV2,1095,2022-08-10T00:45:00Z,2022-08-10T06:15:00Z
TV2,1096,2022-08-12T23:15:00Z,2022-08-13T05:30:00Z
TV2,1097,2022-08-13T18:15:00Z,2022-08-14T00:15:00Z
TV2,1098,2022-08-16T00:15:00Z,2022-08-16T03:15:00Z
TV2,1099,2022-08-17T02:30:00Z,2022-08-17T05:30:00Z
TV2,1100,2022-08-21T21:00:00Z,2022-08-22T03:45:00Z
TV2,1101,2022-08-27T18:00:00Z,2022-08-28T02:15:00Z
TV2,1102,2022-09-02T02:00:00Z,2022-09-02T05:30:00Z
TV2,1103,2022-09-03T23:00:00Z,2022-09-04T03:00:00Z
TV2,1104,2022-09-04T18:30:00Z,2022-09-05T00:00:00Z
TV2,1105,2022-09-11T22:00:00Z,2022-09-12T04:45:00Z
TV2,1106,2022-09-25T18:30:00Z,2022-09-25T21:30:00Z
TV2,1107,2022-09-28T01:30:00Z,2022-09-28T05:30:00Z
TV2,1108,2022-10-02T21:45:00Z,2022-10-03T05:30:00Z
TV2,1109,2022-10-05T19:15:00Z,2022-10-06T01:15:00Z
TV2,1110,2022-10-12T18:15:00Z,2022-10-13T00:00:00Z
TV2,1111,2022-11-03T21:30:00Z,2022-11-04T02:00:00Z
TV2,1112,2022-11-22T01:00:00Z,2022-11-22T04:30:00Z
TV2,1113,2022-11-30T02:15:00Z,2022-11-30T05:45:00Z
TV2,1114,2022-12-04T02:00:00Z,2022-12-04T05:45:00Z
TV2,1115,2022-12-07T21:15:00Z,2022-12-08T00:45:00Z
TV2,1116,2023-01-18T02:00:00Z,2023-01-18T06:00:00Z
TV2,1117,2023-02-28T18:15:00Z,2023-03-01T06:00:00Z
TV2,1118,2023-03-04T01:00:00Z,2023-03-04T04:00:00Z
TV2,1119,2023-03-08T18:00:00Z,2023-03-08T22:15:00Z
TV2,1120,2023-03-11T17:45:00Z,2023-03-11T22:45:00Z
TV2,1121,2023-03-14T21:45:00Z,2023-03-15T03:00:00Z
TV2,1122,2023-03-17T18:30:00Z,2023-03-18T05:45:00Z
TV2,1123,2023-04-01T22:30:00Z,2023-04-02T04:30:00Z
TV2,1124,2023-04-05T22:30:00Z,2023-04-06T03:00:00Z
TV2,1125,2023-04-24T23:45:00Z,2023-04-25T03:45:00Z
TV2,1126,2023-04-26T23:00:00Z,2023-04-27T02:45:00Z
TV2,1127,2023-04-27T19:00:00Z,2023-04-27T23:15:00Z
TV2,1128,2023-04-27T23:45:00Z,2023-04-28T05:15:00Z
TV2,1129,2023-04-28T19:15:00Z,2023-04-29T05:15:00Z
TV2,1130,2023-05-01T17:45:00Z,2023-05-01T23:15:00Z
TV2,1131,2023-05-25T22:30:00Z,2023-05-26T02:30:00Z
TV2,1132,2023-06-06T00:30:00Z,2023-06-06T05:30:00Z
TV2,1133,2023-06-06T18:45:00Z,2023-06-06T22:15:00Z
TV3,1134,2022-06-26T18:15:00Z,2022-06-27T01:45:00Z
TV3,1135,2022-06-28T00:15:00Z,2022-06-28T05:30:00Z
TV3,1136,2022-07-03T23:45:00Z,2022-07-04T05:30:00Z
TV3,1137,2022-07-04T22:15:00Z,2022-07-05T01:30:00Z
TV3,1138,2022-07-15T22:45:00Z,2022-07-16T03:00:00Z
TV3,1139,2022-07-22T22:45:00Z,2022-07-23T05:45:00Z
TV3,1140,2022-07-26T00:15:00Z,2022-07-26T05:30:00Z
TV3,1141,2022-08-13T00:15:00Z,2022-08-13T05:30:00Z
TV3,1142,2022-08-22T01:45:00Z,2022-08-22T04:45:00Z
TV3,1143,2022-09-03T23:15:00Z,2022-09-04T03:00:00Z
TV3,1144,2022-10-03T00:00:00Z,2022-10-03T05:30:00Z
TV3,1145,2022-10-12T19:30:00Z,2022-10-12T23:45:00Z
TV3,1146,2022-11-04T02:00:00Z,2022-11-04T05:30:00Z
TV3,1147,2022-11-22T00:45:00Z,2022-11-22T04:30:00Z
TV3,1148,2023-02-26T18:30:00Z,2023-02-26T22:15:00Z
TV3,1149,2023-02-28T00:15:00Z,2023-02-28T05:45:00Z
TV3,1150,2023-02-28T18:30:00Z,2023-03-01T06:00:00Z
TV3,1151,2023-03-03T22:30:00Z,2023-03-04T01:45:00Z
TV3,1152,2023-03-05T17:45:00Z,2023-03-05T22:00:00Z
TV3,1153,2023-03-08T18:45:00Z,2023-03-08T22:15:00Z
TV3,1154,2023-03-17T18:45:00Z,2023-03-18T02:30:00Z
TV3,1155,2023-04-01T23:30:00Z,2023-04-02T05:00:00Z
TV4,1156,2022-08-17T00:00:00Z,2022-08-17T04:45:00Z
TV4,1157,2022-08-20T18:30:00Z,2022-08-20T22:00:00Z
